date,bitget_eth_open_interest_eth_snapshot,bitget_eth_ticker_funding_rate,bitget_eth_ticker_mark_price,bitget_eth_ticker_index_price,bitget_eth_ticker_volume24h_eth,bitget_eth_ticker_turnover24h_usdt
2026-09-16 00:00:00+00:00,739720.7700000001,3.5e-05,2403.56,2404.469,1283137.87,3129597959.6639
2026-09-16 08:00:00+00:00,766341.8500000003,4e-05,2391.76,2392.7855,1137909.0,2750869680.5574
2026-09-16 15:00:00+00:00,759711.8200000002,5.8e-05,2388.27,2389.165,933235.88,2242150723.8462
2026-09-16 22:00:00+00:00,761889.7300000002,4.1e-05,2398.38,2399.348,908852.24,2179754553.2913
2026-09-17 01:00:00+00:00,748994.0500000003,4.3e-05,2441.61,2442.555,929059.01,2229995692.472
2026-09-17 08:00:00+00:00,764993.3900000001,6.3e-05,2442.32,2443.483,930161.02,2239309745.5029
